sample_id,filepath,clean_caption,perturbation_type,model,raw_output,category
67fe615b77792fc76b6149ef,/root/fiftyone/coco-2017/validation/data/000000411774.jpg,a woman holding a tennis racket,Rotation+GaussianBlur,LLaVA,"The image features a woman wearing glasses, holding a tennis racket in her right hand. She is smiling and appears to be enjoying the moment. The tennis racket is prominently displayed in the foreground, while the woman",Ignored Perturbation
67fe615a77792fc76b614902,/root/fiftyone/coco-2017/validation/data/000000563470.jpg,a person bending over to pick up a blue stick,Rotation+GaussianBlur,BLIP-2,A woman bending over to pick up a blue tool,Other/Irrelevant Description
67fe615a77792fc76b614902,/root/fiftyone/coco-2017/validation/data/000000563470.jpg,a person bending over to pick up a blue stick,Rotation+GaussianBlur,LLaVA,"The image features a woman bending over and holding a baseball bat. She appears to be preparing to play or practice her swing. The scene takes place in a yard, with a bench visible in the background. The woman is the main focus",Other/Irrelevant Description
67fe615a77792fc76b61491f,/root/fiftyone/coco-2017/validation/data/000000344888.jpg,two horses in a field,Rotation+GaussianBlur,BLIP-2,A horse is standing in a field with a tractor behind it,Other/Irrelevant Description
67fe615a77792fc76b61491f,/root/fiftyone/coco-2017/validation/data/000000344888.jpg,two horses in a field,Rotation+GaussianBlur,LLaVA,"The image features two horses standing in a grassy field. One horse is positioned closer to the left side of the field, while the other horse is located more towards the right side. The horses appear to be grazing on the grass in the",Other/Irrelevant Description
67fe615a77792fc76b614708,/root/fiftyone/coco-2017/validation/data/000000502136.jpg,a door with a plaque on it,Rotation+GaussianBlur,BLIP-2,"The door of a building in the city of siena, italy",Other/Irrelevant Description
67fe615a77792fc76b614708,/root/fiftyone/coco-2017/validation/data/000000502136.jpg,a door with a plaque on it,Rotation+GaussianBlur,LLaVA,"The image features a doorway with a blue door, which is open and inviting. The doorway is located next to a wall with several plaques and inscriptions, possibly representing the history or memories of the place.",Other/Irrelevant Description
67fe615b77792fc76b6149b4,/root/fiftyone/coco-2017/validation/data/000000009590.jpg,a group of people sitting around a table,Rotation+GaussianBlur,BLIP-2,a group of people sitting around a table eating food,Ignored Perturbation
67fe615b77792fc76b6149b4,/root/fiftyone/coco-2017/validation/data/000000009590.jpg,a group of people sitting around a table,Rotation+GaussianBlur,LLaVA,"The image depicts a group of people sitting around a wooden dining table, enjoying a meal together. There are at least six people in the scene, with some sitting closer to the table and others further away.

Various",Ignored Perturbation
67fe615b77792fc76b6149bc,/root/fiftyone/coco-2017/validation/data/000000426241.jpg,a computer desk with a tv and a keyboard,Rotation+GaussianBlur,BLIP-2,A computer desk with a television and a keyboard,Ignored Perturbation
67fe615b77792fc76b6149bc,/root/fiftyone/coco-2017/validation/data/000000426241.jpg,a computer desk with a tv and a keyboard,Rotation+GaussianBlur,LLaVA,"The image features a room with a large desk in the center. On the desk, there is a laptop and a keyboard, indicating that it is a workspace. A television is mounted on the wall above the desk, providing entertainment",Other/Irrelevant Description
67fe615a77792fc76b6147b5,/root/fiftyone/coco-2017/validation/data/000000564280.jpg,a dog sitting on a couch,Rotation+GaussianBlur,BLIP-2,A dog sitting on a red couch with a remote control,Ignored Perturbation
67fe615a77792fc76b6147b5,/root/fiftyone/coco-2017/validation/data/000000564280.jpg,a dog sitting on a couch,Rotation+GaussianBlur,LLaVA,"The image features a dog sitting on a red couch, holding a remote control in its mouth. The dog appears to be enjoying its time on the couch, possibly watching TV or playing with the remote. The remote is placed on a t",Other/Irrelevant Description
67fe615a77792fc76b6147a7,/root/fiftyone/coco-2017/validation/data/000000130586.jpg,a boy playing with a kite,Rotation+GaussianBlur,BLIP-2,A boy is flying a kite,Ignored Perturbation
67fe615a77792fc76b6147a7,/root/fiftyone/coco-2017/validation/data/000000130586.jpg,a boy playing with a kite,Rotation+GaussianBlur,LLaVA,"The image features a young boy wearing a yellow and black striped shirt, standing in a grassy field and holding a colorful kite. The boy appears to be enjoying his time outdoors, possibly flying the kite.",Other/Irrelevant Description
67fe615a77792fc76b614901,/root/fiftyone/coco-2017/validation/data/000000488385.jpg,a motorcycle parked on the side of a street,Rotation+GaussianBlur,BLIP-2,This is a picture of a motorcycle parked on the street,Ignored Perturbation
67fe615a77792fc76b614901,/root/fiftyone/coco-2017/validation/data/000000488385.jpg,a motorcycle parked on the side of a street,Rotation+GaussianBlur,LLaVA,"The image features a black and silver motorcycle parked on the sidewalk. The motorcycle is prominently displayed, taking up a significant portion of the scene. The sidewalk appears to be made of bricks, giving the area a distinct",Other/Irrelevant Description
67fe615a77792fc76b61491a,/root/fiftyone/coco-2017/validation/data/000000148508.jpg,a red double decker bus,Rotation+GaussianBlur,BLIP-2,A double decker bus is driving down a street,Ignored Perturbation
67fe615a77792fc76b61491a,/root/fiftyone/coco-2017/validation/data/000000148508.jpg,a red double decker bus,Rotation+GaussianBlur,LLaVA,"The image features a red double-decker bus driving down a street, surrounded by a crowd of people. There are at least 13 people visible in the scene, some of them standing closer to the bus, while others are further away.",Other/Irrelevant Description
67fe615a77792fc76b6147ae,/root/fiftyone/coco-2017/validation/data/000000246968.jpg,a woman in a kitchen preparing food,Rotation+GaussianBlur,BLIP-2,A woman is preparing food in a kitchen,Ignored Perturbation
67fe615a77792fc76b6147ae,/root/fiftyone/coco-2017/validation/data/000000246968.jpg,a woman in a kitchen preparing food,Rotation+GaussianBlur,LLaVA,"The image features a woman standing in a kitchen, preparing food. She is wearing a black shirt and appears to be focused on her task. The kitchen is well-equipped with various appliances, including a refrigerator",Other/Irrelevant Description
67fe615a77792fc76b6148ff,/root/fiftyone/coco-2017/validation/data/000000382743.jpg,a kite flying in the sky,Rotation+GaussianBlur,BLIP-2,A kite flying in the sky,Ignored Perturbation
67fe615a77792fc76b6148ff,/root/fiftyone/coco-2017/validation/data/000000382743.jpg,a kite flying in the sky,Rotation+GaussianBlur,LLaVA,"The image features a group of colorful kites flying in the sky. There are at least five kites visible, each with a unique design and pattern. The kites are scattered throughout the scene, with some flying higher up in the sky,",Other/Irrelevant Description
67fe615a77792fc76b6147c0,/root/fiftyone/coco-2017/validation/data/000000270474.jpg,a little girl holding a baseball bat,Rotation+GaussianBlur,BLIP-2,A young girl holding a baseball bat,Ignored Perturbation
67fe615a77792fc76b6147c0,/root/fiftyone/coco-2017/validation/data/000000270474.jpg,a little girl holding a baseball bat,Rotation+GaussianBlur,LLaVA,"The image features a young girl standing in a grassy area, holding a baseball bat. She appears to be enjoying her time outdoors, possibly playing a game or practicing her swing. The girl is the main focus of the scene,",Other/Irrelevant Description
67fe615a77792fc76b614907,/root/fiftyone/coco-2017/validation/data/000000170474.jpg,a man playing tennis,Rotation+GaussianBlur,BLIP-2,A man is holding a tennis racket and is about to hit a ball,Other/Irrelevant Description
67fe615a77792fc76b614907,/root/fiftyone/coco-2017/validation/data/000000170474.jpg,a man playing tennis,Rotation+GaussianBlur,LLaVA,"The image features a man playing tennis on a court. He is holding a tennis racket and is in the process of hitting a tennis ball with it. The man appears to be focused on his game, and the scene captures the intensity of the",Ignored Perturbation
67fe615a77792fc76b614916,/root/fiftyone/coco-2017/validation/data/000000423971.jpg,a toilet with a light on it,Rotation+GaussianBlur,BLIP-2,A toilet with a light on it,Ignored Perturbation
67fe615a77792fc76b614916,/root/fiftyone/coco-2017/validation/data/000000423971.jpg,a toilet with a light on it,Rotation+GaussianBlur,LLaVA,"The image features a white toilet with a blue light on the side. The toilet is situated in a bathroom, and there is a remote control placed on the toilet seat. The remote control is likely used to operate the",Other/Irrelevant Description
67fe615a77792fc76b6147b8,/root/fiftyone/coco-2017/validation/data/000000383842.jpg,a woman playing a video game,Rotation+GaussianBlur,BLIP-2,A woman in a white jacket and a man in a suit are standing in front of a computer,Other/Irrelevant Description
67fe615a77792fc76b6147b8,/root/fiftyone/coco-2017/validation/data/000000383842.jpg,a woman playing a video game,Rotation+GaussianBlur,LLaVA,"The image features a group of people gathered around a laptop, with a woman prominently standing in front of it. She is holding a Wii remote, possibly playing a video game. The people in the room are watching her play, and some",Other/Irrelevant Description
67fe615a77792fc76b6147be,/root/fiftyone/coco-2017/validation/data/000000269866.jpg,a microwave oven,Rotation+GaussianBlur,BLIP-2,A microwave oven,Ignored Perturbation
67fe615a77792fc76b6147be,/root/fiftyone/coco-2017/validation/data/000000269866.jpg,a microwave oven,Rotation+GaussianBlur,LLaVA,"The image features a microwave sitting on a countertop. The microwave is silver and occupies a significant portion of the counter. The countertop appears to be made of marble, giving the scene a sophisticated touch.",Other/Irrelevant Description
67fe615a77792fc76b614921,/root/fiftyone/coco-2017/validation/data/000000327890.jpg,a park bench with a tree in the background,Rotation+GaussianBlur,BLIP-2,a park bench with a colorful orange wall,Other/Irrelevant Description
67fe615a77792fc76b614921,/root/fiftyone/coco-2017/validation/data/000000327890.jpg,a park bench with a tree in the background,Rotation+GaussianBlur,LLaVA,"The image features a park with a bench situated under a tree. The bench is positioned near the center of the scene, and it appears to be empty. The tree provides shade for the bench, making it a comfortable spot for",Other/Irrelevant Description
67fe615b77792fc76b6149ee,/root/fiftyone/coco-2017/validation/data/000000440184.jpg,a couple of people playing tennis on a court,Rotation+GaussianBlur,BLIP-2,A tennis player returns a serve,Other/Irrelevant Description
67fe615b77792fc76b6149ee,/root/fiftyone/coco-2017/validation/data/000000440184.jpg,a couple of people playing tennis on a court,Rotation+GaussianBlur,LLaVA,"The image features a group of people playing tennis on a court. There are at least five people in the scene, with some of them actively engaged in the game. One person is holding a tennis racket, ready to hit the ball.",Other/Irrelevant Description
67fe615b77792fc76b6149bf,/root/fiftyone/coco-2017/validation/data/000000560911.jpg,a man sitting on a couch,Rotation+GaussianBlur,BLIP-2,A man sitting on a couch with a suitcase,Ignored Perturbation
67fe615b77792fc76b6149bf,/root/fiftyone/coco-2017/validation/data/000000560911.jpg,a man sitting on a couch,Rotation+GaussianBlur,LLaVA,"The image features a man sitting on a couch, holding a cell phone in his hand. He appears to be engaged in a conversation or using his phone for some purpose. The couch is positioned in the center of the room, and the",Other/Irrelevant Description
67fe615a77792fc76b614906,/root/fiftyone/coco-2017/validation/data/000000168337.jpg,a man standing outside of a building,Rotation+GaussianBlur,BLIP-2,A man is walking down the street with a suitcase,Other/Irrelevant Description
67fe615a77792fc76b614906,/root/fiftyone/coco-2017/validation/data/000000168337.jpg,a man standing outside of a building,Rotation+GaussianBlur,LLaVA,"The image features a red fire hydrant situated on a sidewalk next to a building. A woman is standing near the fire hydrant, possibly waiting for someone or just passing by. There are also two other people in the scene, one standing closer",Other/Irrelevant Description
67fe615a77792fc76b6147bc,/root/fiftyone/coco-2017/validation/data/000000090062.jpg,a cow standing in front of a pile of wood,Rotation+GaussianBlur,BLIP-2,a cow standing in front of a barn,Other/Irrelevant Description
67fe615a77792fc76b6147bc,/root/fiftyone/coco-2017/validation/data/000000090062.jpg,a cow standing in front of a pile of wood,Rotation+GaussianBlur,LLaVA,"The image features a black and white cow standing in a grassy area. The cow is positioned near a wooden structure, possibly a barn or a shed. The scene also includes a pile of logs, which are scattered around the cow and",Other/Irrelevant Description
67fe615a77792fc76b61490b,/root/fiftyone/coco-2017/validation/data/000000488251.jpg,a man standing next to a horse,Rotation+GaussianBlur,BLIP-2,a man in a cowboy hat and vest standing next to a horse,Ignored Perturbation
67fe615a77792fc76b61490b,/root/fiftyone/coco-2017/validation/data/000000488251.jpg,a man standing next to a horse,Rotation+GaussianBlur,LLaVA,"The image features a man wearing a cowboy hat and vest, standing next to a brown horse. The man appears to be smiling, possibly enjoying the company of the horse. The horse is positioned on the left side of the man",Ignored Perturbation
67fe615b77792fc76b6149bd,/root/fiftyone/coco-2017/validation/data/000000545826.jpg,a cat,Rotation+GaussianBlur,BLIP-2,A cat wearing a blue elephant hat,Other/Irrelevant Description
67fe615b77792fc76b6149bd,/root/fiftyone/coco-2017/validation/data/000000545826.jpg,a cat,Rotation+GaussianBlur,LLaVA,"The image features a black and white cat wearing a blue hat on its head. The cat appears to be sitting on a chair, possibly in a room with a dining table nearby. The cat's hat is quite large, covering most of",Other/Irrelevant Description
67fe615a77792fc76b61491e,/root/fiftyone/coco-2017/validation/data/000000392481.jpg,a fighter jet flying through the sky,Rotation+GaussianBlur,BLIP-2,a fighter jet flying in the sky,Ignored Perturbation
67fe615a77792fc76b61491e,/root/fiftyone/coco-2017/validation/data/000000392481.jpg,a fighter jet flying through the sky,Rotation+GaussianBlur,LLaVA,"The image features a fighter jet flying high in the sky. The jet is positioned in the middle of the scene, with its wings visible. The sky appears to be cloudy, adding a dramatic backdrop to the scene. The jet",Ignored Perturbation
67fe615b77792fc76b6149ae,/root/fiftyone/coco-2017/validation/data/000000407298.jpg,a young boy holding a baseball glove,Rotation+GaussianBlur,BLIP-2,a boy holding a baseball glove and a baseball,Ignored Perturbation
67fe615b77792fc76b6149ae,/root/fiftyone/coco-2017/validation/data/000000407298.jpg,a young boy holding a baseball glove,Rotation+GaussianBlur,LLaVA,"The image features a young boy wearing a blue shirt, standing in a grassy area and holding a catcher's mitt. He is proudly displaying his catcher's mitt, which is designed to catch baseballs. The boy",Other/Irrelevant Description
67fe615a77792fc76b6147b4,/root/fiftyone/coco-2017/validation/data/000000549167.jpg,a plate of food on a table,Rotation+GaussianBlur,BLIP-2,A plate of food with broccoli and almonds,Other/Irrelevant Description
67fe615a77792fc76b6147b4,/root/fiftyone/coco-2017/validation/data/000000549167.jpg,a plate of food on a table,Rotation+GaussianBlur,LLaVA,"The image features a white plate filled with a delicious and healthy meal. The plate is topped with a mixture of rice, broccoli, and almonds. The broccoli is scattered across the plate, with some pieces",Other/Irrelevant Description
67fe615a77792fc76b6147c2,/root/fiftyone/coco-2017/validation/data/000000451714.jpg,a man on skis on a snowy slope,Rotation+GaussianBlur,BLIP-2,A man in a red ski suit standing on a snow covered slope,Other/Irrelevant Description
67fe615a77792fc76b6147c2,/root/fiftyone/coco-2017/validation/data/000000451714.jpg,a man on skis on a snowy slope,Rotation+GaussianBlur,LLaVA,"The image features a snowy mountain with a man wearing a red jacket and a black hat, standing on skis. He appears to be enjoying his time on the slopes. There are several other people in the scene, some",Other/Irrelevant Description
67fe615b77792fc76b6149b6,/root/fiftyone/coco-2017/validation/data/000000255664.jpg,a dog catching a frisbee,Rotation+GaussianBlur,BLIP-2,A dog catching a frisbee,Ignored Perturbation
67fe615b77792fc76b6149b6,/root/fiftyone/coco-2017/validation/data/000000255664.jpg,a dog catching a frisbee,Rotation+GaussianBlur,LLaVA,"The image features a brown dog in a lush green field, leaping into the air to catch a frisbee. The dog is in the middle of the action, with its mouth open, as it attempts to grab the frisbe",Other/Irrelevant Description
67fe615b77792fc76b6149b2,/root/fiftyone/coco-2017/validation/data/000000042888.jpg,a street sign on a pole,Rotation+GaussianBlur,BLIP-2,A street sign with a yellow and black monster on it,Other/Irrelevant Description
67fe615b77792fc76b6149b2,/root/fiftyone/coco-2017/validation/data/000000042888.jpg,a street sign on a pole,Rotation+GaussianBlur,LLaVA,"The image features a street scene with a street sign prominently displayed on a pole. The sign is yellow and black, and it appears to be a humorous or quirky design. The street sign is located near a tree, adding to",Ignored Perturbation
67fe615a77792fc76b614709,/root/fiftyone/coco-2017/validation/data/000000573626.jpg,two cows standing on rocks near a river,Rotation+GaussianBlur,BLIP-2,A bear and a cow are walking along a river bank,Other/Irrelevant Description
67fe615a77792fc76b614709,/root/fiftyone/coco-2017/validation/data/000000573626.jpg,two cows standing on rocks near a river,Rotation+GaussianBlur,LLaVA,"The image features a serene scene of two cows standing on rocks near a body of water. The cows are positioned close to each other, with one cow standing slightly higher up on the rocks. The water appears to be a river or",Ignored Perturbation
67fe615a77792fc76b614706,/root/fiftyone/coco-2017/validation/data/000000037751.jpg,a person riding a motorcycle on a dirt road,Rotation+GaussianBlur,BLIP-2,A person riding a motorcycle on a dirt road,Ignored Perturbation
67fe615a77792fc76b614706,/root/fiftyone/coco-2017/validation/data/000000037751.jpg,a person riding a motorcycle on a dirt road,Rotation+GaussianBlur,LLaVA,"The image features a man riding a motorcycle on a dirt road, surrounded by a beautiful landscape. The man is wearing a helmet, ensuring his safety while enjoying the ride. The motorcycle is positioned in the center",Other/Irrelevant Description
67fe615a77792fc76b6147aa,/root/fiftyone/coco-2017/validation/data/000000346905.jpg,a family of elephants walking in the wild,Rotation+GaussianBlur,BLIP-2,a family of elephants,Ignored Perturbation
67fe615a77792fc76b6147aa,/root/fiftyone/coco-2017/validation/data/000000346905.jpg,a family of elephants walking in the wild,Rotation+GaussianBlur,LLaVA,"The image features a group of elephants, including both adult and baby elephants, standing together in a lush green forest. There are at least five elephants in the scene, with some of them being larger and others smaller.",Other/Irrelevant Description
67fe615b77792fc76b6149be,/root/fiftyone/coco-2017/validation/data/000000399655.jpg,a dog laying on a couch with a shoe,Rotation+GaussianBlur,BLIP-2,A dog is sitting on a couch with a shoe on its head,Ignored Perturbation
67fe615b77792fc76b6149be,/root/fiftyone/coco-2017/validation/data/000000399655.jpg,a dog laying on a couch with a shoe,Rotation+GaussianBlur,LLaVA,"The image features a black and white dog lying on a couch, with a red shoe placed on its head. The dog appears to be resting or sleeping, and the shoe is positioned on top of its head, creating a",Other/Irrelevant Description
67fe615b77792fc76b6149af,/root/fiftyone/coco-2017/validation/data/000000045550.jpg,a man holding a plate of food,Rotation+GaussianBlur,BLIP-2,A man with a plate of food and a drink,Ignored Perturbation
67fe615b77792fc76b6149af,/root/fiftyone/coco-2017/validation/data/000000045550.jpg,a man holding a plate of food,Rotation+GaussianBlur,LLaVA,"The image features a man wearing glasses, standing in a room and holding a piece of food in his hand. He is smiling and appears to be enjoying the meal. The man is the main focus of the scene, and he",Other/Irrelevant Description
67fe615a77792fc76b614915,/root/fiftyone/coco-2017/validation/data/000000050679.jpg,an orange,Rotation+GaussianBlur,BLIP-2,A car is parked in the middle of the road,Other/Irrelevant Description
67fe615a77792fc76b614915,/root/fiftyone/coco-2017/validation/data/000000050679.jpg,an orange,Rotation+GaussianBlur,LLaVA,"The image features a parking lot with several cars parked in the area. Among the cars, there is an orange sitting on the ground, possibly a discarded orange peel. The orange is located near the center of the parking lot,",Other/Irrelevant Description
67fe615b77792fc76b6149f0,/root/fiftyone/coco-2017/validation/data/000000227898.jpg,a horse drawn carriage,Rotation+GaussianBlur,BLIP-2,"A horse and carriage ride on a street in downtown san antonio, texas",Other/Irrelevant Description
67fe615b77792fc76b6149f0,/root/fiftyone/coco-2017/validation/data/000000227898.jpg,a horse drawn carriage,Rotation+GaussianBlur,LLaVA,"The image features a horse-drawn carriage with two people riding in it. The carriage is moving down the street, and the people seem to be enjoying their ride. There are also two other people standing nearby, possibly waiting for their turn",Other/Irrelevant Description
67fe615a77792fc76b614911,/root/fiftyone/coco-2017/validation/data/000000439290.jpg,a banana tree with bananas hanging from it,Rotation+GaussianBlur,BLIP-2,A banana tree with bananas hanging from it,Ignored Perturbation
67fe615a77792fc76b614911,/root/fiftyone/coco-2017/validation/data/000000439290.jpg,a banana tree with bananas hanging from it,Rotation+GaussianBlur,LLaVA,"The image features a bunch of green bananas hanging from a tree. The bananas are in various stages of ripeness, with some appearing ripe and others still unripe. The bananas are spread out across the tree, with some",Other/Irrelevant Description
67fe615a77792fc76b6147c1,/root/fiftyone/coco-2017/validation/data/000000194216.jpg,a bear walking on a fallen tree,Rotation+GaussianBlur,BLIP-2,A bear is walking on a fallen tree,Ignored Perturbation
67fe615a77792fc76b6147c1,/root/fiftyone/coco-2017/validation/data/000000194216.jpg,a bear walking on a fallen tree,Rotation+GaussianBlur,LLaVA,"The image features a group of bears in a forest setting. There are three bears in total, with one standing on a fallen tree, another sitting on the ground, and the third one standing nearby. The bears appear to be interacting",Other/Irrelevant Description
67fe615b77792fc76b6149ed,/root/fiftyone/coco-2017/validation/data/000000146825.jpg,a train on the tracks,Rotation+GaussianBlur,BLIP-2,a train,Ignored Perturbation
67fe615b77792fc76b6149ed,/root/fiftyone/coco-2017/validation/data/000000146825.jpg,a train on the tracks,Rotation+GaussianBlur,LLaVA,"The image features a red train with a yellow stripe, traveling down the tracks. The train is quite large and occupies a significant portion of the scene. The train appears to be passing by a building, possibly a station or a commercial building",Other/Irrelevant Description
67fe615a77792fc76b61490a,/root/fiftyone/coco-2017/validation/data/000000562121.jpg,two zebras fighting in the wild,Rotation+GaussianBlur,BLIP-2,A zebra and a wildebeest fighting,Other/Irrelevant Description
67fe615a77792fc76b61490a,/root/fiftyone/coco-2017/validation/data/000000562121.jpg,two zebras fighting in the wild,Rotation+GaussianBlur,LLaVA,"The image captures a lively scene in a grassy field, where two zebras are fighting each other. The zebras are positioned close to each other, with one zebra on the left side of the image and the",Other/Irrelevant Description
67fe615a77792fc76b6147b0,/root/fiftyone/coco-2017/validation/data/000000257624.jpg,a little girl standing next to a soccer ball,Rotation+GaussianBlur,BLIP-2,a young girl standing in a field with a soccer ball,Ignored Perturbation
67fe615a77792fc76b6147b0,/root/fiftyone/coco-2017/validation/data/000000257624.jpg,a little girl standing next to a soccer ball,Rotation+GaussianBlur,LLaVA,"The image features a young girl wearing a grey jacket and a blue headband. She is standing on a grassy field, possibly playing or engaging in an outdoor activity. The girl appears to be enjoying her time outdoors",Other/Irrelevant Description
67fe615a77792fc76b61490e,/root/fiftyone/coco-2017/validation/data/000000263425.jpg,two men in a backyard with a hot dog,Rotation+GaussianBlur,BLIP-2,a man and woman are standing in front of a large cooler with a pig inside,Other/Irrelevant Description
67fe615a77792fc76b61490e,/root/fiftyone/coco-2017/validation/data/000000263425.jpg,two men in a backyard with a hot dog,Rotation+GaussianBlur,LLaVA,"The image features two men standing next to a truck, which is filled with a large pig. The pig is placed in the back of the truck, and the men seem to be discussing or working on the animal. The tr",Other/Irrelevant Description
67fe615a77792fc76b614918,/root/fiftyone/coco-2017/validation/data/000000475191.jpg,a woman playing tennis,Rotation+GaussianBlur,BLIP-2,A woman is playing tennis on a tennis court,Ignored Perturbation
