sample_id,filepath,clean_caption,misleading_caption,original_word,misleading_word,model,raw_output,answer_part,category
38576,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000038576.jpg,a computer monitor and keyboard,a computer tv and keyboard,monitor,tv,BLIP-2,Yes,Yes,Confusion/Irrelevance
38576,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000038576.jpg,a computer monitor and keyboard,a computer tv and keyboard,monitor,tv,LLaVA,"Yes, this is a computer setup that includes a TV, keyboard, and mouse. The TV is placed on a stand, and the keyboard and mouse are positioned in front of it. This arrangement allows the user to have a comfortable viewing experience","Yes, this is a computer setup that includes a TV, keyboard, and mouse. The TV is placed on a stand, and the keyboard and mouse are positioned in front of it. This arrangement allows the user to have a comfortable viewing experience",Agreement with Falsehood
333745,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000333745.jpg,a woman walking in front of a bus,a woman running in front of a bus,walking,running,BLIP-2,Yes,Yes,Confusion/Irrelevance
333745,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000333745.jpg,a woman walking in front of a bus,a woman running in front of a bus,walking,running,LLaVA,"Yes, the image shows a woman running in front of a bus.","Yes, the image shows a woman running in front of a bus.",Agreement with Falsehood
69356,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000069356.jpg,a man and woman standing next to a fruit stand,a man and man standing next to a fruit stand,woman,man,BLIP-2,Yes,Yes,Confusion/Irrelevance
69356,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000069356.jpg,a man and woman standing next to a fruit stand,a man and man standing next to a fruit stand,woman,man,LLaVA,"Yes, this is a man and a woman standing next to a fruit stand.","Yes, this is a man and a woman standing next to a fruit stand.",Agreement with Falsehood
407868,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000407868.jpg,a person flying a kite in a park,a person flying a drone in a park,kite,drone,BLIP-2,No,No,Confusion/Irrelevance
407868,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000407868.jpg,a person flying a kite in a park,a person flying a drone in a park,kite,drone,LLaVA,"No, this is not a person flying a drone in a park. Instead, it is a person flying a kite in a park. The image shows a person holding a kite, and there are several other people in the park as well","No, this is not a person flying a drone in a park. Instead, it is a person flying a kite in a park. The image shows a person holding a kite, and there are several other people in the park as well",Correct Rejection
102805,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000102805.jpg,a man holding a frisbee,a man holding a boomerang,frisbee,boomerang,BLIP-2,Yes,Yes,Confusion/Irrelevance
102805,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000102805.jpg,a man holding a frisbee,a man holding a boomerang,frisbee,boomerang,LLaVA,"No, this is not a man holding a boomerang. The image shows a man holding a frisbee.","No, this is not a man holding a boomerang. The image shows a man holding a frisbee.",Correct Rejection
416330,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000416330.jpg,a cat laying on a bed,a cat laying under a bed,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
416330,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000416330.jpg,a cat laying on a bed,a cat laying under a bed,on,under,LLaVA,"No, this is not a cat laying under a bed. The image shows a cat laying on a bed, possibly on a red blanket.","No, this is not a cat laying under a bed. The image shows a cat laying on a bed, possibly on a red blanket.",Correct Rejection
166521,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000166521.jpg,a tv in a living room with a person standing in front of it,a monitor in a living room with a person standing in front of it,tv,monitor,BLIP-2,Yes,Yes,Confusion/Irrelevance
166521,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000166521.jpg,a tv in a living room with a person standing in front of it,a monitor in a living room with a person standing in front of it,tv,monitor,LLaVA,"No, this is not a monitor in a living room with a person standing in front of it. Instead, it is a television set placed on a shelf or a stand in a room.","No, this is not a monitor in a living room with a person standing in front of it. Instead, it is a television set placed on a shelf or a stand in a room.",Correct Rejection
395388,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000395388.jpg,a barn with people standing around a pen,a barn with people sitting around a pen,standing,sitting,BLIP-2,Yes,Yes,Confusion/Irrelevance
395388,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000395388.jpg,a barn with people standing around a pen,a barn with people sitting around a pen,standing,sitting,LLaVA,"Yes, the image shows a barn with people sitting around a pen, possibly discussing or observing the animals inside.","Yes, the image shows a barn with people sitting around a pen, possibly discussing or observing the animals inside.",Agreement with Falsehood
205401,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000205401.jpg,a small plane in the water,a big plane in the water,small,big,BLIP-2,"Yes, it is a big plane in the water","Yes, it is a big plane in the water",Agreement with Falsehood
205401,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000205401.jpg,a small plane in the water,a big plane in the water,small,big,LLaVA,"No, this is not a big plane in the water. It is a small airplane, possibly a seaplane, sitting in the water.","No, this is not a big plane in the water. It is a small airplane, possibly a seaplane, sitting in the water.",Correct Rejection
526103,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000526103.jpg,an elephant in a zoo with a sign,an rhino in a zoo with a sign,elephant,rhino,BLIP-2,Yes,Yes,Confusion/Irrelevance
526103,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000526103.jpg,an elephant in a zoo with a sign,an rhino in a zoo with a sign,elephant,rhino,LLaVA,"Yes, this is an Asian elephant in a zoo with a sign. The sign provides information about the elephant, such as its species, size, and other relevant details.","Yes, this is an Asian elephant in a zoo with a sign. The sign provides information about the elephant, such as its species, size, and other relevant details.",Implicit Rejection
405279,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000405279.jpg,a park with a kite flying in the background,a park with a drone flying in the background,kite,drone,BLIP-2,Yes,Yes,Confusion/Irrelevance
405279,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000405279.jpg,a park with a kite flying in the background,a park with a drone flying in the background,kite,drone,LLaVA,"Yes, the image shows a park with a drone flying in the background. The drone is visible in the sky, and the park is filled with people enjoying their time outdoors. The scene also includes a bench, a tree","Yes, the image shows a park with a drone flying in the background. The drone is visible in the sky, and the park is filled with people enjoying their time outdoors. The scene also includes a bench, a tree",Agreement with Falsehood
333956,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000333956.jpg,a parking meter with a red circle around it,a parking meter with a blue circle around it,red,blue,BLIP-2,Yes,Yes,Confusion/Irrelevance
333956,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000333956.jpg,a parking meter with a red circle around it,a parking meter with a blue circle around it,red,blue,LLaVA,"Yes, the parking meter in the image has a blue circle around it, which is likely a graphic representation of the parking meter's function.","Yes, the parking meter in the image has a blue circle around it, which is likely a graphic representation of the parking meter's function.",Agreement with Falsehood
468505,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000468505.jpg,a man sitting at a table with food,a man lying at a table with food,sitting,lying,BLIP-2,Yes,Yes,Confusion/Irrelevance
468505,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000468505.jpg,a man sitting at a table with food,a man lying at a table with food,sitting,lying,LLaVA,"No, this is not a man lying at a table with food. Instead, it is a man sitting at a table with food, and there is a graphic or a diagram showing the man's position and the food items on the table.","No, this is not a man lying at a table with food. Instead, it is a man sitting at a table with food, and there is a graphic or a diagram showing the man's position and the food items on the table.",Correct Rejection
13291,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000013291.jpg,a group of people playing frisbee,a group of people playing boomerang,frisbee,boomerang,BLIP-2,Yes,Yes,Confusion/Irrelevance
13291,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000013291.jpg,a group of people playing frisbee,a group of people playing boomerang,frisbee,boomerang,LLaVA,"Yes, this is a group of people playing boomerang. They are standing in a grassy field, and there are multiple frisbees in the scene. The people are likely enjoying a fun and active outdoor activity together.","Yes, this is a group of people playing boomerang. They are standing in a grassy field, and there are multiple frisbees in the scene. The people are likely enjoying a fun and active outdoor activity together.",Agreement with Falsehood
289960,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000289960.jpg,a person on a beach with a kite,a person on a beach with a drone,kite,drone,BLIP-2,Yes,Yes,Confusion/Irrelevance
289960,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000289960.jpg,a person on a beach with a kite,a person on a beach with a drone,kite,drone,LLaVA,"No, this is not a person on a beach with a drone. The image shows a person standing on the beach, and there is a kite flying in the sky. The person is not holding a drone, and the scene does not","No, this is not a person on a beach with a drone. The image shows a person standing on the beach, and there is a kite flying in the sky. The person is not holding a drone, and the scene does not",Correct Rejection
92053,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000092053.jpg,a table with food on it,a table with food under it,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
92053,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000092053.jpg,a table with food on it,a table with food under it,on,under,LLaVA,"Yes, the image shows a table with food under it. The table is filled with plates of food, and there are also drinks on the table.","Yes, the image shows a table with food under it. The table is filled with plates of food, and there are also drinks on the table.",Agreement with Falsehood
15079,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000015079.jpg,a sandwich on a plate with a knife,a sandwich on a bowl with a knife,plate,bowl,BLIP-2,Yes,Yes,Confusion/Irrelevance
15079,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000015079.jpg,a sandwich on a plate with a knife,a sandwich on a bowl with a knife,plate,bowl,LLaVA,"Yes, this is a sandwich on a bowl with a knife. The sandwich is cut in half, and the two halves are placed on the bowl. The knife is also present on the bowl, likely used for","Yes, this is a sandwich on a bowl with a knife. The sandwich is cut in half, and the two halves are placed on the bowl. The knife is also present on the bowl, likely used for",Agreement with Falsehood
186282,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000186282.jpg,a computer monitor,a computer tv,monitor,tv,BLIP-2,Yes,Yes,Confusion/Irrelevance
186282,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000186282.jpg,a computer monitor,a computer tv,monitor,tv,LLaVA,"Yes, this is a computer TV, which is a device that combines the functions of a computer and a television. It allows users to view and interact with computer content on a larger screen, making it a versatile and convenient device for various purposes","Yes, this is a computer TV, which is a device that combines the functions of a computer and a television. It allows users to view and interact with computer content on a larger screen, making it a versatile and convenient device for various purposes",Agreement with Falsehood
37988,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000037988.jpg,a woman playing tennis,a man playing tennis,woman,man,BLIP-2,"No, this is a woman playing tennis","No, this is a woman playing tennis",Correct Rejection
37988,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000037988.jpg,a woman playing tennis,a man playing tennis,woman,man,LLaVA,"No, this is a woman playing tennis.","No, this is a woman playing tennis.",Correct Rejection
213816,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000213816.jpg,a train with the door open,a bus with the door open,train,bus,BLIP-2,Yes,Yes,Confusion/Irrelevance
213816,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000213816.jpg,a train with the door open,a bus with the door open,train,bus,LLaVA,"No, this is not a bus with the door open. It is a train with the door open, allowing passengers to board or exit the train.","No, this is not a bus with the door open. It is a train with the door open, allowing passengers to board or exit the train.",Correct Rejection
251572,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000251572.jpg,a woman holding a dog with a red box around it,a woman holding a cat with a red box around it,dog,cat,BLIP-2,Yes,Yes,Confusion/Irrelevance
251572,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000251572.jpg,a woman holding a dog with a red box around it,a woman holding a cat with a red box around it,dog,cat,LLaVA,"No, this is not a woman holding a cat with a red box around it. The image shows a woman holding a brown and white dog in her arms.","No, this is not a woman holding a cat with a red box around it. The image shows a woman holding a brown and white dog in her arms.",Correct Rejection
275198,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000275198.jpg,a family having a picnic outside,a family having a picnic inside,outside,inside,BLIP-2,Yes,Yes,Confusion/Irrelevance
275198,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000275198.jpg,a family having a picnic outside,a family having a picnic inside,outside,inside,LLaVA,"No, this is not a family having a picnic inside. The image shows a group of people sitting around a dining table, with plates of food and drinks. There are also umbrellas and chairs present in the scene","No, this is not a family having a picnic inside. The image shows a group of people sitting around a dining table, with plates of food and drinks. There are also umbrellas and chairs present in the scene",Correct Rejection
296231,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000296231.jpg,"a room with a tv, a book shelf, and a picture frame","a room with a monitor, a book shelf, and a picture frame",tv,monitor,BLIP-2,Yes,Yes,Confusion/Irrelevance
296231,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000296231.jpg,"a room with a tv, a book shelf, and a picture frame","a room with a monitor, a book shelf, and a picture frame",tv,monitor,LLaVA,"Yes, this is a room with a monitor, a book shelf, and a picture frame. The room also has a television, a clock, and a collection of knick-knacks.","Yes, this is a room with a monitor, a book shelf, and a picture frame. The room also has a television, a clock, and a collection of knick-knacks.",Agreement with Falsehood
349184,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000349184.jpg,a person sitting on a bench,a person lying on a bench,sitting,lying,BLIP-2,Yes,Yes,Confusion/Irrelevance
349184,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000349184.jpg,a person sitting on a bench,a person lying on a bench,sitting,lying,LLaVA,"No, this is not a person lying on a bench. The image shows a woman sitting on a wooden bench.","No, this is not a person lying on a bench. The image shows a woman sitting on a wooden bench.",Correct Rejection
221708,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000221708.jpg,a kitchen with a table and chairs,a kitchen with a rock and chairs,table,rock,BLIP-2,Yes,Yes,Confusion/Irrelevance
221708,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000221708.jpg,a kitchen with a table and chairs,a kitchen with a rock and chairs,table,rock,LLaVA,"Yes, this is a kitchen with a rock and chairs. The kitchen is equipped with a refrigerator, a sink, and a dining table. The chairs are placed around the dining table, and there is a rock","Yes, this is a kitchen with a rock and chairs. The kitchen is equipped with a refrigerator, a sink, and a dining table. The chairs are placed around the dining table, and there is a rock",Agreement with Falsehood
171382,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000171382.jpg,a skateboarder doing a trick on a street,a skateboarder doing a trick under a street,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
171382,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000171382.jpg,a skateboarder doing a trick on a street,a skateboarder doing a trick under a street,on,under,LLaVA,"Yes, the image shows a skateboarder performing a trick under a street. The skateboarder is in the air, and the scene is captured in a red box, which is likely a part of a video game or an interactive display","Yes, the image shows a skateboarder performing a trick under a street. The skateboarder is in the air, and the scene is captured in a red box, which is likely a part of a video game or an interactive display",Agreement with Falsehood
31620,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000031620.jpg,a wedding with a couple standing in front of a cake,a wedding with a couple standing in front of a pie,cake,pie,BLIP-2,Yes,Yes,Confusion/Irrelevance
31620,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000031620.jpg,a wedding with a couple standing in front of a cake,a wedding with a couple standing in front of a pie,cake,pie,LLaVA,"Yes, this is a wedding scene with a couple standing in front of a pie. The image also shows a dining table and chairs, suggesting that the wedding reception is taking place.","Yes, this is a wedding scene with a couple standing in front of a pie. The image also shows a dining table and chairs, suggesting that the wedding reception is taking place.",Agreement with Falsehood
356261,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000356261.jpg,a horse standing in a field next to a river,a horse sitting in a field next to a river,standing,sitting,BLIP-2,Yes,Yes,Confusion/Irrelevance
356261,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000356261.jpg,a horse standing in a field next to a river,a horse sitting in a field next to a river,standing,sitting,LLaVA,"Yes, this is a horse sitting in a field next to a river.","Yes, this is a horse sitting in a field next to a river.",Agreement with Falsehood
464358,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000464358.jpg,"a bedroom with a bed, chair, and window","a bedroom with a bed, paper, and window",chair,paper,BLIP-2,Yes,Yes,Confusion/Irrelevance
464358,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000464358.jpg,"a bedroom with a bed, chair, and window","a bedroom with a bed, paper, and window",chair,paper,LLaVA,"Yes, this is a bedroom with a bed, paper, and a window.","Yes, this is a bedroom with a bed, paper, and a window.",Agreement with Falsehood
121586,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000121586.jpg,a room with a tv and a book shelf,a room with a monitor and a book shelf,tv,monitor,BLIP-2,Yes,Yes,Confusion/Irrelevance
121586,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000121586.jpg,a room with a tv and a book shelf,a room with a monitor and a book shelf,tv,monitor,LLaVA,"Yes, this is a room with a monitor and a book shelf. The room also has a window and a television.","Yes, this is a room with a monitor and a book shelf. The room also has a window and a television.",Agreement with Falsehood
532761,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000532761.jpg,"a living room with a couch, chair, and tv","a living room with a couch, chair, and monitor",tv,monitor,BLIP-2,Yes,Yes,Confusion/Irrelevance
532761,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000532761.jpg,"a living room with a couch, chair, and tv","a living room with a couch, chair, and monitor",tv,monitor,LLaVA,"Yes, this is a living room with a couch, chair, and a monitor. The room also features a coffee table and a vase.","Yes, this is a living room with a couch, chair, and a monitor. The room also features a coffee table and a vase.",Agreement with Falsehood
46378,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000046378.jpg,a cat eating a dead bird,a cat eating a dead fish,bird,fish,BLIP-2,Yes,Yes,Confusion/Irrelevance
46378,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000046378.jpg,a cat eating a dead bird,a cat eating a dead fish,bird,fish,LLaVA,"Yes, the image shows a cat eating a dead bird. The cat is lying on the ground, and the bird is nearby. The cat is in the process of consuming the dead bird, which is a natural behavior for cats.","Yes, the image shows a cat eating a dead bird. The cat is lying on the ground, and the bird is nearby. The cat is in the process of consuming the dead bird, which is a natural behavior for cats.",Implicit Rejection
466256,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000466256.jpg,a plate of food with a fork and a red box,a plate of food with a spoon and a red box,fork,spoon,BLIP-2,Yes,Yes,Confusion/Irrelevance
466256,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000466256.jpg,a plate of food with a fork and a red box,a plate of food with a spoon and a red box,fork,spoon,LLaVA,"No, this is not a plate of food with a spoon and a red box. It is a plate of food with a fork and a white box.","No, this is not a plate of food with a spoon and a red box. It is a plate of food with a fork and a white box.",Correct Rejection
22371,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000022371.jpg,a man sitting at a desk with a laptop,a woman sitting at a desk with a laptop,man,woman,BLIP-2,"No, this is a man sitting at a desk with a laptop","No, this is a man sitting at a desk with a laptop",Correct Rejection
22371,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000022371.jpg,a man sitting at a desk with a laptop,a woman sitting at a desk with a laptop,man,woman,LLaVA,"No, this is not a woman sitting at a desk with a laptop. The image features a man wearing glasses and a tie, sitting at a desk with a laptop.","No, this is not a woman sitting at a desk with a laptop. The image features a man wearing glasses and a tie, sitting at a desk with a laptop.",Correct Rejection
415194,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000415194.jpg,a kitchen with a table and chairs,a kitchen with a rock and chairs,table,rock,BLIP-2,Yes,Yes,Confusion/Irrelevance
415194,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000415194.jpg,a kitchen with a table and chairs,a kitchen with a rock and chairs,table,rock,LLaVA,"Yes, this is a kitchen with a rock and chairs. The kitchen is designed to look like a rock, and there are chairs placed around the kitchen area.","Yes, this is a kitchen with a rock and chairs. The kitchen is designed to look like a rock, and there are chairs placed around the kitchen area.",Agreement with Falsehood
163611,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000163611.jpg,a pizza with a fork and a slice missing,a pizza with a spoon and a slice missing,fork,spoon,BLIP-2,Yes,Yes,Confusion/Irrelevance
163611,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000163611.jpg,a pizza with a fork and a slice missing,a pizza with a spoon and a slice missing,fork,spoon,LLaVA,"No, this is not a pizza with a spoon and a slice missing. Instead, it is a pizza with a slice missing, and a fork is present on the plate. The image also shows a close-up of the pizza","No, this is not a pizza with a spoon and a slice missing. Instead, it is a pizza with a slice missing, and a fork is present on the plate. The image also shows a close-up of the pizza",Correct Rejection
37777,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000037777.jpg,a kitchen with red circles around it,a kitchen with blue circles around it,red,blue,BLIP-2,Yes,Yes,Confusion/Irrelevance
37777,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000037777.jpg,a kitchen with red circles around it,a kitchen with blue circles around it,red,blue,LLaVA,"Yes, the image shows a kitchen with blue circles around it, indicating that it is a part of a larger space.","Yes, the image shows a kitchen with blue circles around it, indicating that it is a part of a larger space.",Agreement with Falsehood
221754,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000221754.jpg,a street with a red circle around it,a street with a blue circle around it,red,blue,BLIP-2,Yes,Yes,Confusion/Irrelevance
221754,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000221754.jpg,a street with a red circle around it,a street with a blue circle around it,red,blue,LLaVA,"Yes, the street has a blue circle around it, which indicates that it is a pedestrian crossing area.","Yes, the street has a blue circle around it, which indicates that it is a pedestrian crossing area.",Agreement with Falsehood
533493,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000533493.jpg,two men with different red and blue squares,two men with different red and red squares,blue,red,BLIP-2,Yes,Yes,Confusion/Irrelevance
533493,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000533493.jpg,two men with different red and blue squares,two men with different red and red squares,blue,red,LLaVA,"Yes, this is a visual representation of two men with different red and red squares. The image shows two men, one on the left and the other on the right, with the red squares on their shirts. The red squares are different in","Yes, this is a visual representation of two men with different red and red squares. The image shows two men, one on the left and the other on the right, with the red squares on their shirts. The red squares are different in",Correct Rejection
491216,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000491216.jpg,a kitchen with a dog laying on the floor,a kitchen with a cat laying on the floor,dog,cat,BLIP-2,Yes,Yes,Confusion/Irrelevance
491216,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000491216.jpg,a kitchen with a dog laying on the floor,a kitchen with a cat laying on the floor,dog,cat,LLaVA,"Yes, this is a kitchen with a cat laying on the floor. The kitchen is equipped with a refrigerator, a sink, and a dining table. There are also several potted plants in the kitchen, adding a touch","Yes, this is a kitchen with a cat laying on the floor. The kitchen is equipped with a refrigerator, a sink, and a dining table. There are also several potted plants in the kitchen, adding a touch",Agreement with Falsehood
31093,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000031093.jpg,a skateboarder doing a trick on a ramp,a skateboarder doing a trick under a ramp,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
31093,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000031093.jpg,a skateboarder doing a trick on a ramp,a skateboarder doing a trick under a ramp,on,under,LLaVA,"Yes, the image shows a skateboarder performing a trick under a ramp. The skateboarder is wearing a helmet for safety while executing the trick.","Yes, the image shows a skateboarder performing a trick under a ramp. The skateboarder is wearing a helmet for safety while executing the trick.",Agreement with Falsehood
461009,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000461009.jpg,a man holding an apple,a man holding an pear,apple,pear,BLIP-2,Yes,Yes,Confusion/Irrelevance
461009,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000461009.jpg,a man holding an apple,a man holding an pear,apple,pear,LLaVA,"Yes, the image shows a man holding a pear in his hand.","Yes, the image shows a man holding a pear in his hand.",Agreement with Falsehood
301421,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000301421.jpg,"a computer desk with a mouse, keyboard, and monitor","a computer desk with a mouse, keyboard, and tv",monitor,tv,BLIP-2,Yes,Yes,Confusion/Irrelevance
301421,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000301421.jpg,"a computer desk with a mouse, keyboard, and monitor","a computer desk with a mouse, keyboard, and tv",monitor,tv,LLaVA,"Yes, the image shows a computer desk with a mouse, keyboard, and a TV. The TV is placed on the desk, and there is a car image on the screen. The desk also has a fishbowl and a fish","Yes, the image shows a computer desk with a mouse, keyboard, and a TV. The TV is placed on the desk, and there is a car image on the screen. The desk also has a fishbowl and a fish",Agreement with Falsehood
